id,name,description,risk,category,area,source,docs
security.enable-dynamic-lock,Dynamic Lock,"Dynamic Lock can automatically lock the PC when Windows decides the user is away, often based on Bluetooth signals.",Medium,Security,Registry,research/records/security.enable-dynamic-lock.json,Docs/security/security-verified.md
security.enable-sudo,Windows Sudo Mode Policy,"Windows sudo lets elevated commands run from the command line. This policy decides whether sudo is allowed and, if it is, which interaction mode is the most permissive one users can use.",Medium,Security,Registry,research/records/security.enable-sudo.json,Docs/security/security-verified.md
security.hide-defender-exclusions-from-local-admins,Hide Defender Exclusions From Local Admins,Defender can keep managed exclusions in effect but stop local admins from seeing them in the usual Defender admin surfaces.,Medium,Security,Registry,research/records/security.hide-defender-exclusions-from-local-admins.review.json,Docs/security/security-verified.md
security.powershell-unrestricted,Windows PowerShell Script Execution Policy,"PowerShell can be configured to block scripts, allow only signed scripts, or allow all scripts. The official policy uses a Group Policy path to control that behavior.",Medium,Security,Registry,research/records/security.powershell-unrestricted.review.json,Docs/security/security-verified.md
security.threat-file-hash-logging,Microsoft Defender Threat File Hash Logging,"Defender can compute and log file hashes for some file-based detections, but the current 25H2 engine still exposes more than one registry surface for the setting.",Medium,Security,Registry,research/records/security.threat-file-hash-logging.review.json,Docs/security/security-verified.md
security.trusted-path-credential-prompting,Trusted Path for Credential Entry,This setting controls whether certain Windows credential prompts must happen on the Secure Desktop instead of inside the normal desktop session.,Medium,Security,Registry,research/records/security.trusted-path-credential-prompting.review.json,Docs/security/security-verified.md
security.uac-never-notify,User Account Control Prompting Profile,These settings control whether Windows asks administrators before elevated actions and whether those prompts appear on the Secure Desktop.,Medium,Security,Registry,research/records/security.uac-never-notify.json,Docs/security/security-verified.md
system.aero-shake,Aero Shake Window Minimizing Gesture,Aero Shake is the gesture where you grab a window and shake it to minimize or restore other windows. This policy decides whether that gesture works for the current user.,High,System,Registry,research/records/system.aero-shake.json,Docs/system/system.md
system.bsod-disable-auto-reboot,Automatic Restart on System Failure,Windows can automatically restart the PC after a blue screen. Turning that off gives you time to see the crash screen and stop code before the machine reboots.,High,System,Registry,research/records/system.bsod-disable-auto-reboot.json,Docs/system/system.md
system.bsod-display-parameters,Display Blue Screen Parameters,"This tweak tries to show extra technical parameters on a blue screen. That can help advanced debugging, but most users will not benefit from the extra numbers.",High,System,Registry,research/records/system.bsod-display-parameters.review.json,Docs/system/system.md
system.disable-app-archiving,Automatic App Archiving,Windows can archive infrequently used apps to save space while keeping them restorable later. This policy decides whether that automatic archiving is allowed on the device.,High,System,Registry,research/records/system.disable-app-archiving.json,Docs/system/system.md
system.disable-auto-maintenance,Automatic Maintenance,"Automatic Maintenance runs maintenance work like updates, scans, and housekeeping when Windows thinks the PC is idle. People disable it when they want tighter control over when maintenance runs.",High,System,Registry,research/records/system.disable-auto-maintenance.review.json,Docs/system/system.md
system.disable-background-gp-updates,Background Group Policy Refresh,Windows normally refreshes Group Policy in the background while the system is being used. This policy lets the device wait until logoff before applying those updates.,High,System,Registry,research/records/system.disable-background-gp-updates.json,Docs/system/system.md
system.disable-clipboard-history,Clipboard History and Cross-Device Clipboard Sync,Windows can keep a history of copied items and can sync clipboard data across devices. These two policy values decide whether those features are allowed.,High,System,Registry,research/records/system.disable-clipboard-history.json,Docs/system/system.md
system.disable-clipboard-redirection,RDP Clipboard Redirection,Remote Desktop can let text and files move between your local clipboard and the remote machine. This policy controls whether that copy and paste bridge is allowed.,High,System,Registry,research/records/system.disable-clipboard-redirection.json,Docs/system/system.md
system.disable-fullscreen-optimizations,Fullscreen Optimizations,Fullscreen Optimizations is a Windows feature that tries to blend fullscreen-style game performance with some modern desktop and presentation behavior. People usually turn it off only when a specific game behaves badly with it.,High,System,Registry,research/records/system.disable-fullscreen-optimizations.review.json,Docs/system/system.md
system.disable-game-recording-broadcasting,Windows Game Recording and Broadcasting,Windows includes built-in game recording and broadcasting features. This policy decides whether those features are allowed on the device.,High,System,Registry,research/records/system.disable-game-recording-broadcasting.json,Docs/system/system.md
system.disable-jpeg-reduction,Wallpaper JPEG Import Quality,Windows can reduce the quality of JPEG images when you set them as wallpaper. People change this when they want the wallpaper to stay as sharp as possible.,High,System,Registry,research/records/system.disable-jpeg-reduction.review.json,Docs/system/system.md
system.disable-restartable-apps,Restart Apps After Sign-In,Windows can automatically save certain restartable apps and reopen them after you sign back in. People turn it off when they want a cleaner sign-in and do not want apps reopening on their own.,High,System,Registry,research/records/system.disable-restartable-apps.review.json,Docs/system/system.md
system.disable-scheduled-tasks,Telemetry and Maintenance Scheduled Tasks Bundle,"This tweak turns off several Windows scheduled tasks related to compatibility, telemetry, cleanup, feedback, and error-reporting areas.",High,System,Registry,research/records/system.disable-scheduled-tasks.review.json,Docs/system/system.md
system.disable-search-highlights-policy,Search Highlights,"Search Highlights are the dynamic bits Windows shows in the search area, such as seasonal or suggested content. This policy decides whether those highlights are allowed.",High,System,Registry,research/records/system.disable-search-highlights-policy.json,Docs/system/system.md
system.disable-search-remote-queries,Remote Windows Search Queries,Windows Search can let other computers query this PC's search index over the network. This policy decides whether that remote index use is allowed.,High,System,Registry,research/records/system.disable-search-remote-queries.json,Docs/system/system.md
system.disable-search-web-results,Web Results in Windows Search,Windows Search can send queries to the web and show web results in the search experience. This policy decides whether that web-connected behavior is allowed.,High,System,Registry,research/records/system.disable-search-web-results.review.json,Docs/system/system.md
system.disable-service-splitting,Disable Service Splitting,Prevents services from being split into separate svchost processes.,Advanced,System,Registry,app/Services/TweakProviders/SystemTweakProvider.cs#L22,Docs/system/system.md
system.disable-shortcut-arrow,Shortcut Arrow Overlay,Windows normally shows a small arrow on shortcut icons. This setting swaps that overlay resource so the arrow is no longer shown.,High,System,Registry,research/records/system.disable-shortcut-arrow.json,Docs/system/system.md
system.disable-startup-delay,Startup Program Delay,"Windows can stagger startup apps instead of launching them all immediately. People disable the delay when they want those apps to start sooner after sign-in, but that can also make startup load spike harder.",High,System,Registry,research/records/system.disable-startup-delay.review.json,Docs/system/system.md
system.disable-storage-sense,Storage Sense Automatic Cleanup,Storage Sense is Windows' automatic cleanup feature for temporary and unneeded files. This policy decides whether the feature is allowed at all on the device.,High,System,Registry,research/records/system.disable-storage-sense.json,Docs/system/system.md
system.disable-storage-sense-temp-cleanup,Storage Sense Temporary Files Cleanup,Storage Sense can automatically clean temporary files when Windows decides it is helpful. This policy controls that specific part of the cleanup behavior.,High,System,Registry,research/records/system.disable-storage-sense-temp-cleanup.json,Docs/system/system.md
system.disable-store-open-with,Store in Open With,"When Windows cannot find an app for a file type, it can offer a Store-based option in the Open With dialog. This policy decides whether that Store option is available.",High,System,Registry,research/records/system.disable-store-open-with.json,Docs/system/system.md
system.dwm-disable-mpo,DWM: Disable Multiplane Overlay (MPO),Disables MPO to avoid flicker or driver issues on some systems.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L140,Docs/system/system.md
system.dwm-disable-overlay-min-fps,DWM Overlay Minimum FPS Check,"Windows can use hardware overlays for some content, and one of the checks looks at how fast the surface is animating. This setting turns that minimum-FPS check off.",High,System,Registry,research/records/system.dwm-disable-overlay-min-fps.json,Docs/system/system.md
system.enable-game-mode,Game Mode,Game Mode is Windows' built-in gaming feature that tries to reduce interruptions and prioritize the current game. Most users either leave it on or benchmark it for a specific game.,High,System,Registry,research/records/system.enable-game-mode.review.json,Docs/system/system.md
system.enable-hags,Hardware-Accelerated GPU Scheduling,"HAGS is a Windows graphics feature that lets the GPU take a more direct role in scheduling its work. It can help on some systems, but it can also make no noticeable difference or cause issues on others.",High,System,Registry,research/records/system.enable-hags.review.json,Docs/system/system.md
system.enable-indexing-encrypted-items,Indexing of Encrypted Files,"Windows Search can be told to index encrypted files so their contents are searchable. That can make searching easier, but it also means Windows needs to process decrypted content during indexing.",High,System,Registry,research/records/system.enable-indexing-encrypted-items.json,Docs/system/system.md
system.executive-additional-worker-threads,Executive Additional Worker Threads,These values appear to control extra executive worker threads for internal critical and delayed work queues. They are low-level kernel-adjacent knobs and are being tracked as research only.,High,System,Registry,research/records/system.executive-additional-worker-threads.json,Docs/system/system.md
system.graphics-disable-overlays,Graphics: Disable Overlay Planes,Disables overlay planes to reduce composition issues in some configurations.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L127,Docs/system/system.md
system.graphics-page-fault-debug-mode,Graphics: Page Fault Debug Mode,Restores the PageFaultDebugMode value to the documented default used by this tweak.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L152,Docs/system/system.md
system.graphics-tdr-ddi-delay,Graphics TDR DDI Delay,Windows gives graphics-driver threads a limited amount of time to leave the driver during TDR recovery. This setting controls that delay.,High,System,Registry,research/records/system.graphics-tdr-ddi-delay.json,Docs/system/system.md
system.graphics-tdr-delay,Graphics TDR Delay,Windows uses TDR to detect when the GPU takes too long to respond. This setting controls the main timeout threshold before recovery starts.,High,System,Registry,research/records/system.graphics-tdr-delay.json,Docs/system/system.md
system.graphics-tdr-level,Graphics TDR Level,"Windows can react to GPU timeouts in different ways, such as disabling detection or recovering on timeout. This setting controls that recovery mode.",High,System,Registry,research/records/system.graphics-tdr-level.json,Docs/system/system.md
system.graphics-tdr-limit-count,Graphics TDR Limit Count,Windows keeps track of how many GPU hangs occur within the TDR time window. This setting controls that count threshold.,High,System,Registry,research/records/system.graphics-tdr-limit-count.json,Docs/system/system.md
system.graphics-tdr-limit-time,Graphics TDR Limit Time,Windows measures GPU hang events within a time window when deciding how to respond to repeated timeouts. This setting controls that time window.,High,System,Registry,research/records/system.graphics-tdr-limit-time.json,Docs/system/system.md
system.kernel-adjust-dpc-threshold,Kernel: Adjust DPC Threshold,Sets the DPC threshold adjustment value to the documented default.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L18,Docs/system/system.md
system.kernel-cache-aware-scheduling,Kernel: Cache-Aware Scheduling,Restores Windows' documented cache-aware scheduling default so the scheduler stays aligned with normal CPU cache topology behavior.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L90,Docs/system/system.md
system.kernel-default-dynamic-hetero-cpu-policy,Kernel: Default Dynamic Hetero CPU Policy,Returns Windows' hybrid CPU scheduling policy to the documented default used for heterogeneous core systems.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L102,Docs/system/system.md
system.kernel-disable-low-qos-timer-resolution,Kernel: Disable Low QoS Timer Resolution,Disables low QoS timer resolution using the documented default value.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L114,Docs/system/system.md
system.kernel-dpc-queue-depth,Kernel: DPC Queue Depth,Sets the maximum DPC queue depth to the documented default.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L54,Docs/system/system.md
system.kernel-dpc-watchdog-period,Kernel: DPC Watchdog Period,Sets the DPC watchdog timeout to the documented default (milliseconds).,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L66,Docs/system/system.md
system.kernel-ideal-dpc-rate,Kernel: Ideal DPC Rate,Sets the target DPC rate per second to the documented default.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L30,Docs/system/system.md
system.kernel-minimum-dpc-rate,Kernel: Minimum DPC Rate,Sets the minimum DPC rate threshold to the documented default.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L42,Docs/system/system.md
system.kernel-serialize-timer-expiration,Kernel: Serialize Timer Expiration,Enables timer serialization using the documented default value.,Advanced,System,Registry,app/Services/TweakProviders/SystemRegistryTweakProvider.cs#L78,Docs/system/system.md
system.kernel-thread-dpc-enable,Threaded DPCs,Threaded DPCs let some kernel deferred work run in a way that can reduce system latency compared with ordinary DPCs. Most normal systems should leave this enabled.,High,System,Registry,research/records/system.kernel-thread-dpc-enable.json,Docs/system/system.md
system.kernel.disable-exception-chain-validation,Disable Exception Chain Validation,DisableExceptionChainValidation is a low-level Session Manager Kernel registry value tied to exception-chain policy handling during early boot.,High,System,Registry,research/records/system.kernel.disable-exception-chain-validation.json,Docs/system/system.md
system.memory-clear-pagefile-at-shutdown,Clear Page File at Shutdown,"Windows can wipe the page file when the PC shuts down. This can reduce leftover data on disk, but it also makes shutdown take longer.",High,System,Registry,research/records/system.memory-clear-pagefile-at-shutdown.json,Docs/system/system.md
system.memory-disable-paging-executive,Disable Paging Executive,This setting was used for older tracing and diagnosis scenarios to keep some kernel-mode code and drivers in RAM instead of letting Windows page them out to disk. Microsoft says Windows 8 and newer systems do not need this change.,High,System,Registry,research/records/system.memory-disable-paging-executive.json,Docs/system/system.md
system.memory-large-system-cache-client,Large System Cache,Windows historically had a switch between favoring normal applications and favoring a larger system cache. Most normal users should leave this alone on modern systems.,High,System,Registry,research/records/system.memory-large-system-cache-client.review.json,Docs/system/system.md
system.memory-nonpaged-pool-dynamic,Nonpaged Pool Size,Nonpaged pool is kernel memory that must always stay resident in RAM. This is a low-level legacy tuning area that normal users should not adjust manually.,High,System,Registry,research/records/system.memory-nonpaged-pool-dynamic.json,Docs/system/system.md
system.memory-paged-pool-dynamic,Paged Pool Size,Paged pool is kernel memory that Windows can page out when needed. This is a legacy low-level memory tuning area that most people should never touch manually.,High,System,Registry,research/records/system.memory-paged-pool-dynamic.json,Docs/system/system.md
system.memory-registry-quota-default,Registry Size Limit / Registry Quota,"Windows historically exposed a registry size limit tied to paged-pool memory. Modern systems normally manage this automatically, so the safest reset is to return the published control to automatic sizing.",High,System,Registry,research/records/system.memory-registry-quota-default.review.json,Docs/system/system.md
system.ntfs-disable-8dot3,NTFS 8.3 Short Name Creation,"NTFS can create old-style short file names for compatibility. Disabling them can reduce some filesystem overhead, but some legacy software still expects those short names to exist.",High,System,Registry,research/records/system.ntfs-disable-8dot3.json,Docs/system/system.md
system.ntfs-disable-last-access,NTFS Last Access Time Updates,"Windows can update a file or directory's last-access timestamp when it is accessed. Disabling these updates can reduce some disk overhead, but software that depends on last-access data can lose that signal.",High,System,Registry,research/records/system.ntfs-disable-last-access.json,Docs/system/system.md
system.ntfs-enable-long-paths,Win32 Long Paths,Windows normally keeps many apps limited to shorter file paths. This setting allows long paths for apps that are built to support them.,High,System,Registry,research/records/system.ntfs-enable-long-paths.json,Docs/system/system.md
system.ntfs-reset-memory-usage,NTFS Memory Usage,NTFS has an internal memory-usage tuning that affects its cache behavior. Most people should leave it at the default unless they have a proven file-server style workload.,High,System,Registry,research/records/system.ntfs-reset-memory-usage.json,Docs/system/system.md
system.ntfs-reset-mft-zone,NTFS MFT Zone Reservation,NTFS reserves some space for the master file table so it can grow with less fragmentation. This setting controls how large that reserved area is.,High,System,Registry,research/records/system.ntfs-reset-mft-zone.json,Docs/system/system.md
system.priority-control,Foreground Scheduling Priority / Win32PrioritySeparation,"This setting changes how Windows gives extra CPU time to the foreground application compared with background work. It is a low-level scheduler setting, not a normal everyday tweak.",High,System,Registry,research/records/system.priority-control.review.json,Docs/system/system.md
system.reliability-timestamp-enabled,Reliability Event Timestamping,Windows can timestamp reliability events on a cadence. This setting controls whether that timestamping behavior runs for the machine.,High,System,Registry,research/records/system.reliability-timestamp-enabled.review.json,Docs/system/system.md
system.services.disable-bluetooth-audio-gateway,Bluetooth Audio Gateway Service,This service supports Bluetooth hands-free audio gateway features. Disabling it removes that capability.,High,System,Registry,research/records/system.services.disable-bluetooth-audio-gateway.json,Docs/system/system.md
system.services.disable-bluetooth-support,Bluetooth Support Service,"This is the main Windows Bluetooth support service. It helps Windows discover, pair, and work with Bluetooth devices.",High,System,Registry,research/records/system.services.disable-bluetooth-support.json,Docs/system/system.md
system.services.disable-bluetooth-user-service,Bluetooth User Service,This per-user Bluetooth service supports Bluetooth features tied to each signed-in user session. Disabling it removes those per-user Bluetooth service behaviors.,High,System,Registry,research/records/system.services.disable-bluetooth-user-service.json,Docs/system/system.md
system.services.disable-connected-user-experiences,Connected User Experiences and Telemetry Service,"This service handles Windows telemetry and connected-user-experience data collection. Disabling it reduces diagnostic and usage reporting, but some connected-experience features can lose functionality.",High,System,Registry,research/records/system.services.disable-connected-user-experiences.json,Docs/system/system.md
system.services.disable-print-device-configuration,Print Device Configuration Service,This service manages installation details for IPP and UP printers. Disabling it can stop that printer-installation support.,High,System,Registry,research/records/system.services.disable-print-device-configuration.json,Docs/system/system.md
system.services.disable-print-notifications,Print Notification Service,This service opens custom printer dialogs and handles printer notifications. Disabling it removes those printer notifications and related extension dialogs.,High,System,Registry,research/records/system.services.disable-print-notifications.json,Docs/system/system.md
system.services.disable-print-scan-broker,Print Scan Broker Service,This service supports secure privileged operations needed by the lower-privilege print spooler components. Disabling it removes that support path.,High,System,Registry,research/records/system.services.disable-print-scan-broker.json,Docs/system/system.md
system.services.disable-print-spooler,Print Spooler Service,Print Spooler handles print jobs and manages interaction with printers. Disabling it removes Windows printing support on the device.,High,System,Registry,research/records/system.services.disable-print-spooler.json,Docs/system/system.md
system.services.disable-print-workflow-user-service,Print Workflow User Service,This per-user service supports Print Workflow applications. Disabling it can stop those print workflow features and may prevent some printing scenarios from working correctly.,High,System,Registry,research/records/system.services.disable-print-workflow-user-service.json,Docs/system/system.md
system.services.disable-sysmain,SysMain Service,SysMain is Microsoft's documented background service for usage-pattern and preloading behavior. The record is deprecated because Microsoft guidance says not to disable it.,High,System,Registry,research/records/system.services.disable-sysmain.review.json,Docs/system/system.md
system.services.disable-wap-push-routing,WAP Push Message Routing Service,This service routes Wireless Application Protocol push messages and helps synchronize some device-management sessions.,High,System,Registry,research/records/system.services.disable-wap-push-routing.review.json,Docs/system/system.md
system.services.disable-windows-error-reporting,Windows Error Reporting Service,Windows Error Reporting collects crash and failure details so Windows can report problems and sometimes suggest or surface fixes.,High,System,Registry,research/records/system.services.disable-windows-error-reporting.review.json,Docs/system/system.md
system.services.disable-windows-search,Windows Search Service,"Windows Search builds and maintains an index so file, email, and content searches can return indexed results without a full content crawl. Disabling it reduces indexing activity, but it also removes the indexed search experience.",High,System,Registry,research/records/system.services.disable-windows-search.json,Docs/system/system.md
system.verbose-status-messages,Verbose Status Messages,"Windows can either show simple loading screens or more detailed status text during startup, shutdown, sign-in, and sign-out. This policy decides whether the detailed messages are shown.",High,System,Registry,research/records/system.verbose-status-messages.json,Docs/system/system.md
system.wait-to-kill-service-timeout,Service Shutdown Timeout,"Windows waits a set amount of time for a service to stop cleanly during shutdown. Lowering that timeout reduces how long Windows waits, but it also gives services less time to flush state and clean up.",High,System,Registry,research/records/system.wait-to-kill-service-timeout.review.json,Docs/system/system.md
visibility.default-account-picture,Default Account Picture for All Users,Windows normally lets each user choose their own account picture. This policy forces every user on the device to use the default account picture instead.,Medium,Visibility,Registry,research/records/visibility.default-account-picture.json,Docs/visibility/visibility.md
visibility.disable-acrylic-logon,Acrylic Blur on the Logon Background,Windows can blur the logon background with an acrylic effect. This policy decides whether that blur is turned off so the background stays clear.,Medium,Visibility,Registry,research/records/visibility.disable-acrylic-logon.json,Docs/visibility/visibility.md
visibility.disable-common-control-animations,Common Control and Window Animations,Windows can animate common controls and some window transitions. This policy decides whether those animations are turned off for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-common-control-animations.json,Docs/visibility/visibility.md
visibility.disable-first-signin-animation,First Sign-In Animation,"Windows can show a first sign-in animation and, for Microsoft-account users, an opt-in prompt for services the first time someone signs in. This policy decides whether that first-run experience is shown.",Medium,Visibility,Registry,research/records/visibility.disable-first-signin-animation.json,Docs/visibility/visibility.md
visibility.disable-lock-screen,Lock Screen,Windows normally shows a lock screen before the sign-in screen. This policy decides whether that lock screen appears.,Medium,Visibility,Registry,research/records/visibility.disable-lock-screen.json,Docs/visibility/visibility.md
visibility.disable-lock-screen-camera,Lock Screen Camera Access,Windows can allow a camera to be used directly from the lock screen. This policy decides whether that lock-screen camera access can be enabled.,Medium,Visibility,Registry,research/records/visibility.disable-lock-screen-camera.json,Docs/visibility/visibility.md
visibility.disable-lock-screen-changes,Changing the Lock Screen and Logon Image,Windows normally lets users change the lock-screen and logon background image. This policy decides whether users are allowed to change those images.,Medium,Visibility,Registry,research/records/visibility.disable-lock-screen-changes.json,Docs/visibility/visibility.md
visibility.disable-lock-screen-motion,Lock Screen Background Motion,Some devices can show a subtle motion effect on the lock-screen background. This policy decides whether that motion is prevented.,Medium,Visibility,Registry,research/records/visibility.disable-lock-screen-motion.json,Docs/visibility/visibility.md
visibility.disable-lock-screen-slideshow,Lock Screen Slideshow,Windows can run a slideshow on the lock screen instead of always showing a single image. This policy decides whether users can use that slideshow feature.,Medium,Visibility,Registry,research/records/visibility.disable-lock-screen-slideshow.json,Docs/visibility/visibility.md
visibility.disable-spotlight-action-center,Windows Spotlight on Action Center,Windows can show Spotlight-driven suggestions or prompts in Action Center style notification surfaces. This policy decides whether that content is allowed for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-spotlight-action-center.json,Docs/visibility/visibility.md
visibility.disable-spotlight-desktop-collection,Spotlight Collection on Desktop,Windows can offer a Spotlight collection option for desktop backgrounds. This policy decides whether that Spotlight wallpaper option is allowed for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-spotlight-desktop-collection.json,Docs/visibility/visibility.md
visibility.disable-spotlight-features,Windows Spotlight Features,"Windows Spotlight powers various suggestions, tips, and promotional surfaces in Windows. This policy decides whether those Spotlight features are allowed for the current user.",Medium,Visibility,Registry,research/records/visibility.disable-spotlight-features.json,Docs/visibility/visibility.md
visibility.disable-spotlight-settings,Windows Spotlight on Settings,The Settings app can show Spotlight-based suggestions and highlights. This policy decides whether those Spotlight elements are allowed for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-spotlight-settings.json,Docs/visibility/visibility.md
visibility.disable-spotlight-third-party,Third-Party Suggestions in Windows Spotlight,Windows Spotlight can include suggestions that point to third-party content or apps. This policy decides whether those suggestions are allowed for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-spotlight-third-party.json,Docs/visibility/visibility.md
visibility.disable-spotlight-welcome,Windows Spotlight Welcome Experience,Windows can show a Spotlight-based welcome or introductory experience after updates or sign-in. This policy decides whether that welcome experience is allowed for the current user.,Medium,Visibility,Registry,research/records/visibility.disable-spotlight-welcome.json,Docs/visibility/visibility.md
visibility.disable-wcn-wizards,Windows Connect Now Wizards,Windows Connect Now is an older wizard-based way to help set up some wireless routers and wireless devices. This policy decides whether those wizards are available.,Medium,Visibility,Registry,research/records/visibility.disable-wcn-wizards.json,Docs/visibility/visibility.md
visibility.disable-widgets,Widgets Feature,"Windows Widgets can show a board with news, weather, and other feed content. This policy decides whether the Widgets feature is allowed on the device at all.",Medium,Visibility,Registry,research/records/visibility.disable-widgets.json,Docs/visibility/visibility.md
visibility.disable-window-animations,Window Animations,"Windows can animate windows when they open, close, minimize, and restore. This policy decides whether those window animations are allowed.",Medium,Visibility,Registry,research/records/visibility.disable-window-animations.json,Docs/visibility/visibility.md
visibility.force-classic-control-panel,Control Panel Default View,Control Panel can open in either category view or the classic icons view. This policy chooses which one opens by default for the user.,Medium,Visibility,Registry,research/records/visibility.force-classic-control-panel.json,Docs/visibility/visibility.md
visibility.hide-language-bar,Language Bar Visibility,The language bar shows keyboard or input-language controls. This tweak hides that UI for the current user.,Medium,Visibility,Registry,research/records/visibility.hide-language-bar.review.json,Docs/visibility/visibility.md
visibility.hide-most-used-apps,Start Menu Most Used List,"Windows can show a Most used list in Start to highlight apps you open often. This policy can force that list to be shown, hidden, or left under user control.",Medium,Visibility,Registry,research/records/visibility.hide-most-used-apps.json,Docs/visibility/visibility.md
visibility.hide-people-bar,People Bar on the Taskbar,Windows used to offer a People Bar icon on the taskbar for quick contact access. This policy decides whether that feature is shown for the current user.,Medium,Visibility,Registry,research/records/visibility.hide-people-bar.json,Docs/visibility/visibility.md
visibility.restore-classic-context-menu,Classic Context Menu on Windows 11,"Windows 11 normally shows the newer compact context menu. This tweak restores the older, fuller context menu style.",Medium,Visibility,Registry,research/records/visibility.restore-classic-context-menu.review.json,Docs/visibility/visibility.md
